pecha_id,start,end_exclusive
I57BB7B28,159228,159263
I57BB7B28,160061,160086
I57BB7B28,161169,161193
I57BB7B28,161480,161510
I57BB7B28,161632,161668
I57BB7B28,165853,165881
I57BB7B28,174672,174690
I57BB7B28,177641,177659
I57BB7B28,180189,180227
I57BB7B28,183095,183116
I57BB7B28,183118,188963
I57BB7B28,188965,188990
I57BB7B28,189768,189789
I57BB7B28,194640,194681
I57BB7B28,196018,196042
I57BB7B28,198360,198570
I57BB7B28,199025,199111
I57BB7B28,199563,199625
I57BB7B28,199784,199845
I57BB7B28,199909,199927
I57BB7B28,200190,200212
I57BB7B28,200247,200266
I57BB7B28,200426,200470
I57BB7B28,201626,201651
I57BB7B28,202763,202823
I57BB7B28,203194,203357
I57BB7B28,204576,204790
I57BB7B28,205656,205699
I57BB7B28,207294,207386
I57BB7B28,208175,208476
I57BB7B28,210272,210497
I57BB7B28,211077,211117
I57BB7B28,211863,211888
I57BB7B28,212893,212925
I57BB7B28,212996,213133
I57BB7B28,216292,216369
I57BB7B28,218427,218533
I57BB7B28,219325,219344
I57BB7B28,221430,221543
I57BB7B28,221631,221640
I57BB7B28,221803,221816
I57BB7B28,222235,222249
I57BB7B28,224093,224144
I57BB7B28,225867,225917
I57BB7B28,227552,227730
I57BB7B28,228243,228280
I57BB7B28,230322,230383
I57BB7B28,232728,232973
I57BB7B28,236016,236070
I57BB7B28,244805,245018
I57BB7B28,247488,247545
I57BB7B28,247745,247842
I57BB7B28,249547,249576
I57BB7B28,251526,251546
I57BB7B28,258263,258368
I57BB7B28,259563,259660
I57BB7B28,260301,260320
I57BB7B28,260888,260897
I57BB7B28,261029,261038
I57BB7B28,262455,262463
I57BB7B28,262940,262949
I57BB7B28,264467,264476
I57BB7B28,266081,266161
I57BB7B28,277433,277442
I57BB7B28,278482,278491
I57BB7B28,281565,281574
I57BB7B28,283575,283759
I57BB7B28,285878,285923
I57BB7B28,286844,286950
I57BB7B28,289245,289288
I57BB7B28,291993,292041
I57BB7B28,294051,294095
I57BB7B28,295130,295379
I57BB7B28,296234,296253
I57BB7B28,296382,296400
I57BB7B28,297149,297168
I57BB7B28,297807,297823
I57BB7B28,298062,298083
I57BB7B28,299045,299160
I57BB7B28,299603,299675
I57BB7B28,300251,300310
I57BB7B28,302209,302228
I57BB7B28,303518,303534
I57BB7B28,304829,304849
I57BB7B28,306232,306247
I57BB7B28,308129,308145
I57BB7B28,316663,316856
I57BB7B28,317026,317044
I57BB7B28,318687,318705
I57BB7B28,320421,320603
I57BB7B28,322650,322707
I57BB7B28,323352,323405
I57BB7B28,326714,326813
I57BB7B28,328251,328277
I57BB7B28,329571,329592
I57BB7B28,331877,331930
I57BB7B28,332083,332236
I57BB7B28,334319,334354
I57BB7B28,335845,335920
I57BB7B28,343273,343393
I57BB7B28,344967,345001
I57BB7B28,346211,346373
I57BB7B28,347544,347583
I57BB7B28,348450,348497
I57BB7B28,352621,352854
I57BB7B28,357631,357685
I57BB7B28,368492,368705
I57BB7B28,375640,375786
I57BB7B28,378338,378379
I57BB7B28,379459,379504
I57BB7B28,380632,380675
I57BB7B28,381060,381123
I57BB7B28,382764,382779
I57BB7B28,390663,390701
I57BB7B28,394932,394953
I57BB7B28,397859,397884
I57BB7B28,402334,402381
I57BB7B28,431349,431609
I57BB7B28,436111,436150
I57BB7B28,436227,436348
I57BB7B28,436406,436425
I57BB7B28,437612,437630
I57BB7B28,437856,437890
I57BB7B28,438758,438890
I57BB7B28,440105,440138
I57BB7B28,440414,440446
I57BB7B28,441786,441839
I57BB7B28,443137,443275
I57BB7B28,444115,444138
I57BB7B28,444225,444346
I57BB7B28,444540,444670
I57BB7B28,446295,446508
I57BB7B28,446917,446963
I57BB7B28,448061,448128
I57BB7B28,450714,450731
I57BB7B28,451608,451639
I57BB7B28,453562,453607
I57BB7B28,456049,456087
I57BB7B28,457024,457066
I57BB7B28,457452,457526
I57BB7B28,462373,462484
I57BB7B28,462979,463002
I57BB7B28,468400,468437
I57BB7B28,476534,476816
I57BB7B28,477289,477308
I57BB7B28,477645,477750
I57BB7B28,477975,477990
I57BB7B28,478090,478106
I57BB7B28,478181,478200
I57BB7B28,478598,478621
I57BB7B28,478680,478699
I57BB7B28,478772,478788
I57BB7B28,478985,479040
I57BB7B28,479525,479571
I57BB7B28,480685,480694
I57BB7B28,481299,481308
I57BB7B28,482844,482852
I57BB7B28,483066,483073
I57BB7B28,483880,483889
I57BB7B28,484927,484936
I57BB7B28,485493,485503
I57BB7B28,486089,486097
I57BB7B28,486466,486474
I57BB7B28,487892,487905
I57BB7B28,488319,488332
I57BB7B28,488781,488794
I57BB7B28,489318,489330
I57BB7B28,489872,490038
I57BB7B28,490145,490164
I57BB7B28,490385,490403
I57BB7B28,490521,490631
I57BB7B28,491953,491996
I57BB7B28,493314,493334
I57BB7B28,493717,493799
I57BB7B28,494345,494360
I57BB7B28,494674,494802
I57BB7B28,495146,495191
I57BB7B28,497796,497855
I57BB7B28,498105,498187
I57BB7B28,508104,508159
I57BB7B28,508456,508504
I57BB7B28,513650,513670
I57BB7B28,517025,517046
I57BB7B28,518937,518990
I57BB7B28,519146,519437
I57BB7B28,521482,521517
I57BB7B28,523495,523524
I57BB7B28,524267,524317
I57BB7B28,526040,526263
I57BB7B28,527172,527210
I57BB7B28,529750,529802
I57BB7B28,533522,533557
I57BB7B28,536113,536129
I57BB7B28,548082,548395
I57BB7B28,549240,549328
I57BB7B28,550549,550578
I57BB7B28,552026,552051
I57BB7B28,559612,559634
I57BB7B28,561751,561788
I57BB7B28,566204,566251
I57BB7B28,569332,569403
I57BB7B28,572308,572493
I57BB7B28,573304,573338
I57BB7B28,574153,574185
I57BB7B28,574802,574833
I57BB7B28,575108,575152
I587B7DED,1048,1211
I587B7DED,4452,4529
I587B7DED,6508,6588
I587B7DED,8926,9033
I587B7DED,11615,11731
I587B7DED,13838,13936
I587B7DED,16204,16213
I587B7DED,17923,17943
I5AEEE5CA,1804,2009
I5AEEE5CA,2126,2145
I5AEEE5CA,2254,2399
I5AEEE5CA,4490,4624
I5AEEE5CA,11094,11117
I5AEEE5CA,11830,12025
I5AEEE5CA,12645,12692
I5AEEE5CA,13286,13352
I5AEEE5CA,14301,14485
I5AEEE5CA,15495,15701
I5AEEE5CA,18770,18943
I5AEEE5CA,19393,19670
I5AEEE5CA,20588,20620
I5AEEE5CA,21388,21433
I5AEEE5CA,22449,22499
I5AEEE5CA,22960,23002
I5AEEE5CA,23424,23643
I5AEEE5CA,24189,24226
I5AEEE5CA,25483,25581
I5AEEE5CA,26584,26608
I5AEEE5CA,27592,27773
I5AEEE5CA,28202,28242
I5AEEE5CA,29029,29069
I5AEEE5CA,29489,30126
I5AEEE5CA,30551,30719
I5AEEE5CA,30773,30814
I5AEEE5CA,31309,31349
I5AEEE5CA,32577,32625
I5AEEE5CA,33206,33221
I5AEEE5CA,33401,33620
I5AEEE5CA,34497,34633
I5AEEE5CA,35061,35167
I5AEEE5CA,35549,35807
I5AEEE5CA,37238,37271
I5AEEE5CA,39956,39994
I5AEEE5CA,40681,40707
I5AEEE5CA,42059,42087
I5AEEE5CA,43067,43137
I5AEEE5CA,43791,43805
I5AEEE5CA,44380,44530
I5AEEE5CA,45847,45877
I5AEEE5CA,47241,47409
I5AEEE5CA,47791,47907
I5AEEE5CA,48286,48308
I5AEEE5CA,48619,48656
I5AEEE5CA,48971,49019
I5AEEE5CA,49341,49378
I5AEEE5CA,49782,49819
I5AEEE5CA,50075,50104
I5AEEE5CA,50338,50366
I5AEEE5CA,50678,50694
I5AEEE5CA,51089,51139
I5AEEE5CA,51141,51547
I5AEEE5CA,51549,51615
I5AEEE5CA,52028,52050
I5AEEE5CA,52800,52827
I5AEEE5CA,53809,53989
I5AEEE5CA,54265,54300
I5AEEE5CA,55131,55253
I5AEEE5CA,56242,56384
I5AEEE5CA,56577,56602
I5AEEE5CA,56844,56868
I5AEEE5CA,57059,57089
I5AEEE5CA,57261,57282
I5AEEE5CA,57653,57868
I5AEEE5CA,58737,58839
I5AEEE5CA,59877,59903
I5AEEE5CA,61208,61338
I5AEEE5CA,62667,62725
I5AEEE5CA,64217,64250
I5AEEE5CA,66323,66376
I5AEEE5CA,67249,67482
I5AEEE5CA,67620,67638
I5AEEE5CA,67936,67954
I5AEEE5CA,68315,68437
I5AEEE5CA,68854,68891
I5AEEE5CA,69154,69180
I5AEEE5CA,70160,70326
I5AEEE5CA,70785,70896
I5AEEE5CA,72137,72158
I5AEEE5CA,73425,73515
I5AEEE5CA,74242,74345
I5AEEE5CA,74647,74667
I5AEEE5CA,75140,75230
I5AEEE5CA,75468,75490
I5AEEE5CA,75859,75886
I5AEEE5CA,76974,77008
I5AEEE5CA,77093,77118
I5AEEE5CA,77270,77295
I5AEEE5CA,77377,77401
I5AEEE5CA,77759,77788
I5AEEE5CA,81512,81747
I5AEEE5CA,82190,82317
I5AEEE5CA,83094,83180
I5AEEE5CA,83729,83756
I5AEEE5CA,84438,84564
I5AEEE5CA,85096,85128
I5AEEE5CA,85462,85494
I5AEEE5CA,85908,86170
I5AEEE5CA,86172,86296
I5AEEE5CA,86298,86586
I5AEEE5CA,86588,87096
I5AEEE5CA,87098,87145
I5AEEE5CA,87147,87491
I5AEEE5CA,87493,87677
I5AEEE5CA,87679,88125
I5AEEE5CA,88127,88171
I5AEEE5CA,88173,89928
I5AEEE5CA,89930,89972
I5AEEE5CA,89974,91333
I5AEEE5CA,91335,91502
I5AEEE5CA,91504,91788
I5AEEE5CA,91941,92571
I5AEEE5CA,92573,92616
I5AEEE5CA,92618,92958
I5AEEE5CA,93202,93216
I5AEEE5CA,93218,93239
I5AEEE5CA,93241,95835
I5AEEE5CA,95837,95865
I5AEEE5CA,95867,96135
I5AEEE5CA,96262,96487
I5AEEE5CA,96601,96647
I5AEEE5CA,96649,96672
I5AEEE5CA,96675,97101
I5AEEE5CA,97309,97562
I5AEEE5CA,98717,98917
I5AEEE5CA,99957,99988
I5AEEE5CA,100753,100787
I5AEEE5CA,101297,101329
I5AEEE5CA,101913,101975
I5AEEE5CA,104277,104304
I5AEEE5CA,105391,105555
I5AEEE5CA,106167,106189
I5AEEE5CA,106747,106896
I5AEEE5CA,108597,108631
I5AEEE5CA,109659,109778
I5AEEE5CA,110476,110560
I5AEEE5CA,111151,111167
I5AEEE5CA,111233,111255
I5AEEE5CA,112447,112573
I5AEEE5CA,112763,112792
I5AEEE5CA,112916,112946
I5AEEE5CA,122175,122189
I5AEEE5CA,122659,122813
I5AEEE5CA,123185,123203
I5AEEE5CA,126108,126128
I5AEEE5CA,126536,126795
I5AEEE5CA,127154,127187
I5AEEE5CA,127815,127854
I5AEEE5CA,128539,128610
I5AEEE5CA,131188,131209
I5AEEE5CA,131663,132355
I5AEEE5CA,133134,133164
I5AEEE5CA,134402,134535
I5AEEE5CA,135371,135435
I5AEEE5CA,135686,135705
I5AEEE5CA,136283,136365
I5AEEE5CA,136639,136684
I5AEEE5CA,137321,137355
I5AEEE5CA,137830,137870
I5AEEE5CA,138236,138273
I5AEEE5CA,138449,138659
I5AEEE5CA,139236,139282
I5AEEE5CA,141197,141224
I5AEEE5CA,142063,142178
I5AEEE5CA,142685,142708
I5AEEE5CA,144049,144199
I5AEEE5CA,144870,144908
I5AEEE5CA,145120,145144
I5AEEE5CA,145525,145915
I5AEEE5CA,146232,146264
I5AEEE5CA,146767,146793
I5AEEE5CA,147494,147523
I5AEEE5CA,147833,147847
I5AEEE5CA,148095,148168
I5AEEE5CA,148309,148358
I5AEEE5CA,148452,148489
I5AEEE5CA,148571,148600
I5AEEE5CA,148817,148859
I5AEEE5CA,149307,149342
I5AEEE5CA,149619,149655
I5AEEE5CA,150130,150166
I5AEEE5CA,150318,150354
I5AEEE5CA,150639,150674
I5AEEE5CA,150942,151033
I5AEEE5CA,151382,151426
I5AEEE5CA,151665,151861
I5AEEE5CA,152204,152231
I5AEEE5CA,152471,152530
I5AEEE5CA,153053,153081
I5AEEE5CA,153650,153690
I5AEEE5CA,154063,154094
I5AEEE5CA,154311,154340
I5AEEE5CA,154605,154640
I5AEEE5CA,154779,154818
I5AEEE5CA,155346,155366
I5AEEE5CA,155557,155739
I5AEEE5CA,159341,159370
I5AEEE5CA,159895,159927
I5AEEE5CA,160332,160368
I5AEEE5CA,160622,160818
I5AEEE5CA,161489,161502
I5AEEE5CA,161775,161791
I5AEEE5CA,162269,162354
I5AEEE5CA,162675,162887
I5AEEE5CA,163440,163454
I5AEEE5CA,163673,163691
I5AEEE5CA,163980,164008
I5AEEE5CA,164142,164168
I5AEEE5CA,165282,165383
I5AEEE5CA,165564,165599
I5AEEE5CA,165941,165962
I5AEEE5CA,166344,166384
I5AEEE5CA,167145,167161
I5AEEE5CA,167626,167646
I5AEEE5CA,167851,167873
I5AEEE5CA,168082,168103
I5AEEE5CA,168482,168582
I5AEEE5CA,168893,169025
I5AEEE5CA,171173,171213
I5AEEE5CA,171969,171998
I5AEEE5CA,173081,173118
I5AEEE5CA,174242,174275
I5AEEE5CA,175925,175954
I5AEEE5CA,176370,176403
I5AEEE5CA,176523,176825
I5AEEE5CA,181161,181313
I5AEEE5CA,182790,182847
I5AEEE5CA,183005,183026
I5AEEE5CA,183414,183442
I5AEEE5CA,183711,183757
I5AEEE5CA,184229,184415
I5AEEE5CA,184566,184595
I5AEEE5CA,184624,184656
I5AEEE5CA,184678,184758
I5AEEE5CA,184902,184912
I5AEEE5CA,185285,185296
I5AEEE5CA,185857,185881
I5AEEE5CA,186163,186978
I5AEEE5CA,188710,188729
I5AEEE5CA,188853,188873
I5AEEE5CA,190302,190319
I5AEEE5CA,190546,190595
I5AEEE5CA,190852,190904
I5AEEE5CA,191098,191126
I5AEEE5CA,191440,191492
I5AEEE5CA,192461,192477
I5AEEE5CA,192805,192878
I5AEEE5CA,193373,193454
I5AEEE5CA,193842,193876
I5AEEE5CA,202417,202692
I5AEEE5CA,204121,204419
I5AEEE5CA,205061,205087
I5AEEE5CA,205559,205704
I5AEEE5CA,206150,206163
I5AEEE5CA,206643,206659
I5AEEE5CA,207055,207235
I5AEEE5CA,207384,207420
I5AEEE5CA,207622,207723
I5AEEE5CA,208284,208322
I5AEEE5CA,208658,208667
I5AEEE5CA,209004,209041
I5AEEE5CA,209322,209356
I5AEEE5CA,210587,210831
I5AEEE5CA,211356,211391
I5AEEE5CA,211949,211979
I5AEEE5CA,213755,213787
I5AEEE5CA,215215,215266
I5AEEE5CA,215444,215467
I5AEEE5CA,221181,221368
I5AEEE5CA,221582,221628
I5AEEE5CA,222289,222334
I5AEEE5CA,224222,224434
I5AEEE5CA,225560,225599
I5AEEE5CA,226298,226340
I5AEEE5CA,226449,226517
I5AEEE5CA,227993,228011
I5AEEE5CA,228197,228313
I5AEEE5CA,228781,228943
I5AEEE5CA,229776,229812
I5AEEE5CA,230071,230108
I5AEEE5CA,230759,230802
I5AEEE5CA,231317,231550
I5AEEE5CA,233114,233253
I5AEEE5CA,233939,234133
I5AEEE5CA,234260,234297
I5AEEE5CA,235196,235236
I5AEEE5CA,237758,237788
I5AEEE5CA,241113,241133
I5AEEE5CA,243337,243372
I5AEEE5CA,246051,246184
I5AEEE5CA,247133,247391
I5AEEE5CA,248195,248246
I5AEEE5CA,249650,249789
I5AEEE5CA,250110,250187
I5AEEE5CA,251367,251624
I5AEEE5CA,252336,252369
I5AEEE5CA,252958,252985
I5AEEE5CA,253312,253360
I5AEEE5CA,254202,254307
I5AEEE5CA,254385,254410
I5AEEE5CA,254967,255041
I5AEEE5CA,256587,256704
I5AEEE5CA,257869,257888
I5AEEE5CA,260594,260636
I5AEEE5CA,261537,261574
I5AEEE5CA,262067,262274
I5AEEE5CA,266630,266817
I5AEEE5CA,268477,268516
I5AEEE5CA,269933,270088
I5AEEE5CA,270755,270791
I5AEEE5CA,272227,272404
I5AEEE5CA,272601,272648
I5AEEE5CA,273635,273678
I5AEEE5CA,274365,274564
I5AEEE5CA,274719,274750
I5AEEE5CA,274878,274905
I5AEEE5CA,275029,275073
I5AEEE5CA,275948,275968
I5AEEE5CA,276103,276127
I5AEEE5CA,276662,276795
I5AEEE5CA,278131,278389
I5AEEE5CA,279688,279862
I5AEEE5CA,282041,282141
I5AEEE5CA,282221,282239
I5AEEE5CA,282265,282363
I5AEEE5CA,282407,282426
I5AEEE5CA,283204,283550
I5AEEE5CA,292608,292737
I5AEEE5CA,293915,293966
I5AEEE5CA,295973,296005
I5AEEE5CA,297686,297807
I5AEEE5CA,298239,298265
I5AEEE5CA,298404,298427
I5AEEE5CA,298730,298756
I5AEEE5CA,298999,299024
I5AEEE5CA,299618,299642
I5AEEE5CA,300294,300378
I5AEEE5CA,300750,300771
I5AEEE5CA,301103,301128
I5AEEE5CA,301153,301421
I5AEEE5CA,301914,301979
I5AEEE5CA,302843,302863
I5AEEE5CA,303478,303920
I5AEEE5CA,304244,304266
I5AEEE5CA,318098,318332
I5AEEE5CA,321021,321041
I5AEEE5CA,321191,321249
I5AEEE5CA,321781,321805
I5AEEE5CA,323442,323463
I5AEEE5CA,323882,323908
I5AEEE5CA,324310,324332
I5AEEE5CA,325036,325057
I5AEEE5CA,326095,326127
I5AEEE5CA,328424,328572
I5AEEE5CA,328874,328909
I5AEEE5CA,330104,330164
I5AEEE5CA,331268,331303
I5AEEE5CA,332043,332091
I5AEEE5CA,332303,332367
I5AEEE5CA,338267,338437
I5AEEE5CA,338628,338646
I5AEEE5CA,339118,339135
I5AEEE5CA,339485,339507
I5AEEE5CA,340290,340334
I5AEEE5CA,340907,340928
I5AEEE5CA,341790,342267
I5AEEE5CA,344300,344373
I5AEEE5CA,346152,346305
I5AEEE5CA,349410,349611
I5AEEE5CA,349882,349916
I5AEEE5CA,353500,353589
I5AEEE5CA,354800,354885
I5AEEE5CA,355644,355828
I5AEEE5CA,356839,356854
I5AEEE5CA,357394,357406
I5AEEE5CA,358132,358173
I5AEEE5CA,358485,358509
I5AEEE5CA,359110,359145
I5AEEE5CA,360971,361068
I5AEEE5CA,361343,361532
I5AEEE5CA,361701,361746
I5AEEE5CA,362098,362120
I5AEEE5CA,362678,362727
I5AEEE5CA,363351,363482
I5AEEE5CA,364623,364847
I5AEEE5CA,365592,365784
I5AEEE5CA,366145,366190
I5AEEE5CA,366414,366447
I5AEEE5CA,366757,366803
I5AEEE5CA,367254,367276
I5AEEE5CA,367616,367676
I5AEEE5CA,368646,368691
I5AEEE5CA,368970,369027
I5AEEE5CA,369946,369978
I5AEEE5CA,370885,370903
I5AEEE5CA,371598,371890
I5AEEE5CA,372132,372295
I5AEEE5CA,372605,372712
I5AEEE5CA,376627,376761
I5AEEE5CA,377024,377057
I5AEEE5CA,377445,377482
I5AEEE5CA,377632,377649
I5AEEE5CA,377773,377795
I5AEEE5CA,378253,378318
I5AEEE5CA,378497,378527
I5AEEE5CA,383009,383031
I5AEEE5CA,383679,383833
I5AEEE5CA,384147,384184
I5AEEE5CA,384520,384550
I5AEEE5CA,386443,386526
I5AEEE5CA,386897,386915
I5AEEE5CA,387419,387436
I5AEEE5CA,387639,387650
I5AEEE5CA,387767,387883
I5AEEE5CA,389444,389475
I5AEEE5CA,392099,392218
I5AEEE5CA,392458,392481
I5AEEE5CA,396881,396926
I5AEEE5CA,397236,397259
I5AEEE5CA,397581,397608
I5AEEE5CA,407647,407761
I5AEEE5CA,409023,409270
I5AEEE5CA,409385,409454
I5AEEE5CA,410195,410267
I5AEEE5CA,416907,417106
I5AEEE5CA,419229,419271
I5AEEE5CA,422553,422598
I5AEEE5CA,423797,423968
I5AEEE5CA,428799,428833
I5AEEE5CA,429426,429550
I5AEEE5CA,430396,430431
I5AEEE5CA,430974,431000
I5AEEE5CA,431212,431537
I5AEEE5CA,432587,432746
I5AEEE5CA,433368,433459
I5AEEE5CA,433804,433865
I5AEEE5CA,434308,434321
I5AEEE5CA,434714,434728
I5AEEE5CA,435128,435148
I5AEEE5CA,435522,435537
I5AEEE5CA,435972,435993
I5AEEE5CA,436368,436386
I5AEEE5CA,436812,436839
I5AEEE5CA,437650,437725
I5AEEE5CA,438304,438334
I5AEEE5CA,438604,438787
I5AEEE5CA,442489,442552
I5AEEE5CA,443326,443348
I5AEEE5CA,444050,444102
I5AEEE5CA,444815,444836
I5AEEE5CA,445561,445583
I5AEEE5CA,446788,447233
I5AEEE5CA,447590,447628
I5AEEE5CA,449517,449558
I5AEEE5CA,450121,450159
I5AEEE5CA,450474,450649
I5AEEE5CA,451395,451507
I5AEEE5CA,451791,451809
I5AEEE5CA,452216,452298
I5AEEE5CA,452864,452898
I5AEEE5CA,453221,453362
I5AEEE5CA,453872,453902
I5AEEE5CA,454247,454262
I5AEEE5CA,454518,454542
I5AEEE5CA,455845,455918
I5AEEE5CA,456514,456562
I5AEEE5CA,457295,457422
I5AEEE5CA,458598,458763
I5AEEE5CA,463336,463462
I5AEEE5CA,463785,463843
I5AEEE5CA,464220,464250
I5AEEE5CA,466171,466535
I5AEEE5CA,467252,467287
I5AEEE5CA,469521,469626
I5AEEE5CA,471301,471388
I5AEEE5CA,471654,471677
I5AEEE5CA,481279,481316
I5AEEE5CA,482960,483008
I5AEEE5CA,484114,484154
I5AEEE5CA,484742,484931
I5AEEE5CA,487591,487677
I5AEEE5CA,495725,495756
I5BFCBB3F,196,477
I5BFCBB3F,519,539
I5BFCBB3F,589,699
I5BFCBB3F,1093,1309
I5BFCBB3F,1491,1918
I5BFCBB3F,2112,2193
I5BFCBB3F,2321,2399
I5BFCBB3F,2544,2631
I5BFCBB3F,2867,2947
I5BFCBB3F,3205,3285
I5BFCBB3F,3640,3728
I5BFCBB3F,3914,4003
I5BFCBB3F,4328,4504
I5BFCBB3F,4776,4864
I5BFCBB3F,5578,5665
I5BFCBB3F,5912,6001
I5BFCBB3F,6038,6119
I5BFCBB3F,6148,6228
I5BFCBB3F,6258,6361
I5BFCBB3F,6412,6499
I5BFCBB3F,6534,6640
I5BFCBB3F,6694,6780
I5BFCBB3F,6867,6951
I5BFCBB3F,6982,7071
I5BFCBB3F,7107,7198
I5BFCBB3F,7236,7334
I5BFCBB3F,7379,7464
I5BFCBB3F,7496,7591
I5BFCBB3F,7633,7721
I5BFCBB3F,7756,7842
I5BFCBB3F,7877,7984
I5BFCBB3F,8038,8135
I5BFCBB3F,8179,8277
I5BFCBB3F,8322,8416
I5BFCBB3F,8457,8542
I5BFCBB3F,8574,8663
I5BFCBB3F,8699,8786
I5BFCBB3F,8820,8914
I5BFCBB3F,8955,9050
I5BFCBB3F,9153,9278
I5BFCBB3F,9395,9519
I5BFCBB3F,9587,9701
I5BFCBB3F,9760,9878
I5BFCBB3F,9939,10057
I5BFCBB3F,10118,10237
I5BFCBB3F,10300,10450
I5BFCBB3F,10544,10653
I5BFCBB3F,10706,10820
I5BFCBB3F,10873,10985
I5BFCBB3F,11036,11145
I5BFCBB3F,11194,11302
I5BFCBB3F,11350,11462
I5BFCBB3F,11515,11623
I5BFCBB3F,11670,11780
I5BFCBB3F,11829,11944
I5BFCBB3F,11997,12104
I5BFCBB3F,12151,12260
I5BFCBB3F,12311,12423
I5BFCBB3F,12474,12587
I5BFCBB3F,12639,12748
I5BFCBB3F,12796,12908
I5BFCBB3F,12960,13070
I5BFCBB3F,13121,13225
I5BFCBB3F,13268,13379
I5BFCBB3F,13429,13543
I5BFCBB3F,13595,13722
I5BFCBB3F,13789,13925
I5BFCBB3F,14002,14128
I5BFCBB3F,14194,14354
I5BFCBB3F,14462,14705
I5BFCBB3F,14900,15110
I5BFCBB3F,15305,15417
I5BFCBB3F,15466,15519
I5BFCBB3F,16427,16450
I5BFCBB3F,16595,16655
I5BFCBB3F,16785,16806
I5F5D9F5A,246,263
I5F5D9F5A,265,318
I5F5D9F5A,320,346
I5F5D9F5A,347,370
I5F5D9F5A,372,401
I5F5D9F5A,403,427
I5F5D9F5A,429,497
I5F5D9F5A,499,538
I5F5D9F5A,540,588
I5F5D9F5A,590,636
I5F5D9F5A,638,675
I5F5D9F5A,677,697
I5F5D9F5A,699,714
I5F5D9F5A,716,730
I5F5D9F5A,732,760
I5F5D9F5A,762,784
I5F5D9F5A,786,811
I5F5D9F5A,813,838
I5F5D9F5A,840,866
I5F5D9F5A,868,894
I5F5D9F5A,896,917
I5F5D9F5A,919,956
I5F5D9F5A,958,980
I5F5D9F5A,982,1016
I5F5D9F5A,1018,1070
I5F5D9F5A,1071,1108
I5F5D9F5A,1110,1137
I5F5D9F5A,1139,1174
I5F5D9F5A,1176,1199
I5F5D9F5A,1201,1243
I5F5D9F5A,1245,1267
I5F5D9F5A,1269,1336
I5F5D9F5A,1338,1361
I5F5D9F5A,1363,1401
I5F5D9F5A,1403,1435
I5F5D9F5A,1437,1486
I5F5D9F5A,1487,1508
I5F5D9F5A,1510,1543
I5F5D9F5A,1545,1584
I5F5D9F5A,1586,1623
I5F5D9F5A,1625,1647
I5F5D9F5A,1648,1681
I5F5D9F5A,1683,1704
I5F5D9F5A,1706,1740
I5F5D9F5A,1742,1755
I5F5D9F5A,1757,1771
I5F5D9F5A,1773,1824
I5F5D9F5A,1826,1884
I5F5D9F5A,1886,1920
I5F5D9F5A,1922,1953
I5F5D9F5A,1955,1997
I5F5D9F5A,1999,2051
I5F5D9F5A,2053,2085
I5F5D9F5A,2086,2127
I5F5D9F5A,2129,2167
I5F5D9F5A,2169,2197
I5F5D9F5A,2199,2211
I5F5D9F5A,2213,2229
I5F5D9F5A,2231,2253
I5F5D9F5A,2255,2281
I5F5D9F5A,2283,2317
I5F5D9F5A,2319,2381
I5F5D9F5A,2383,2411
I5F5D9F5A,2413,2431
I5F5D9F5A,22557,22691
I5F5D9F5A,22693,22726
I5F5D9F5A,24601,24630
I5F5D9F5A,26449,26484
I5F5D9F5A,26914,27191
I5F5D9F5A,27193,27268
I5F5D9F5A,33182,33491
I5F5D9F5A,33493,33551
I5F5D9F5A,43484,43505
I5F5D9F5A,48717,48845
I5F5D9F5A,49748,49769
I5F5D9F5A,51059,51243
I5F5D9F5A,51245,51274
I5F5D9F5A,51645,51675
I5F5D9F5A,52398,52654
I5F5D9F5A,52656,52664
I5F5D9F5A,53375,53527
I5F5D9F5A,63168,63207
I5F5D9F5A,64549,64581
I5F5D9F5A,64954,65061
I5F5D9F5A,65063,65096
I5F5D9F5A,65931,65956
I5F5D9F5A,66193,66214
I5F5D9F5A,66971,66993
I5F5D9F5A,69692,69719
I5F5D9F5A,70329,70371
I5F5D9F5A,70675,70702
I5F5D9F5A,71091,71548
I5F5D9F5A,71550,71594
I5F5D9F5A,72373,72511
I5F5D9F5A,72513,72555
I5F5D9F5A,75511,75540
I5F5D9F5A,76190,76222
I5F5D9F5A,77387,77553
I5F5D9F5A,77555,77633
I5F5D9F5A,85320,85434
I5F5D9F5A,85436,85475
I5F5D9F5A,86932,86954
I5F5D9F5A,87441,87485
I5F5D9F5A,87882,87911
I5F5D9F5A,90360,90499
I5F5D9F5A,90501,90529
I5F5D9F5A,91709,91831
I5F5D9F5A,91833,91879
I5F5D9F5A,97211,97253
I5F5D9F5A,98108,98136
I5F5D9F5A,98239,98370
I5F5D9F5A,98941,98959
I5F5D9F5A,101022,101049
I5F5D9F5A,101231,101251
I5F5D9F5A,104132,104149
I5F5D9F5A,104319,104342
I5F5D9F5A,104983,105009
I5F5D9F5A,105168,105195
I5F5D9F5A,105396,105424
I5F5D9F5A,105837,105877
I5F5D9F5A,107797,107837
I5F5D9F5A,110022,110373
I5F5D9F5A,110375,110424
I5F5D9F5A,114037,114095
I5F5D9F5A,116455,116499
I5F5D9F5A,117111,117160
I5F5D9F5A,124553,124709
I5F5D9F5A,124711,124745
I5F5D9F5A,127579,127597
I5F5D9F5A,128289,128317
I5F5D9F5A,128399,128514
